claim_id,claimant_name,claimant_email,claimant_phone,policy_id,policy_type,policy_start_date,loss_date,loss_description,report_date,claim_amount,policy_limit,claim_as_pct_of_limit,days_to_report,estimated_loss_value,num_previous_claims,repair_vendor,repair_estimate,supporting_docs_count,adjuster_notes,fraud_indicators,is_fraud,fraud_confidence_score
CLM-000358,Leslie Diaz,mcintyreelizabeth@example.org,3062493403,POL-221119,home,2024-04-09,2026-07-21,Give visit there into media recognize set ask myself.,2026-07-24,19564.1,50000,39.13,3,17984.11,3,"Austin, Davis and Walker",22859.93,5,They pattern company nation get seek training rather future animal hold almost imagine main wait.,NONE,FALSE,0.0
CLM-000359,Kenneth Hahn,jonespaul@example.com,740.537.8423x3944,POL-489043,home,2023-08-07,2024-09-18,Able make help summer church foreign.,2024-09-19,13195.46,50000,26.39,1,11294.98,0,Martin LLC,12918.21,6,Authority defense here effort together contain black Mr contain.,NONE,FALSE,0.0
CLM-000360,Travis Park,jefferywalker@example.com,510-209-0605,POL-164633,auto,2022-08-15,2024-10-23,New including education add though bring himself know some pattern according to.,2024-10-26,5298.6,50000,10.6,3,5345.98,0,Rosario-Mclean,4904.98,5,Free theory none so myself follow not control commercial say side find house discuss successful industry sound.,NONE,FALSE,0.0
CLM-000361,Michael Ellis,abigail14@example.com,209.420.7115x238,POL-718372,auto,2023-06-01,2025-01-17,Issue whatever between somebody rise color good travel.,2025-01-24,11287.53,100000,11.29,7,9236.53,3,Boyd Group,12930.11,6,Rather not its significant me deep he nearly bank.,NONE,FALSE,0.0
CLM-000362,Paul Vaughn,sjackson@example.org,(888)400-5378x9318,POL-700534,auto,2024-06-14,2025-11-13,Training look common meeting forward think term price yet catch reveal live.,2025-11-18,14054.29,100000,14.05,5,12503.48,3,Brown PLC,16455.23,8,Past Mr personal stuff director production choice edge everyone maintain everything deep capital.,NONE,FALSE,0.0
CLM-000363,Ashley Fisher,barbara30@example.net,(402)403-0423,POL-939333,umbrella,2024-03-17,2026-03-10,Marriage sure camera then during responsibility among since candidate behavior friend.,2026-03-11,10539.93,100000,10.54,1,11539.39,1,Russell Group,9866.27,6,Able worker arm resource organization various key least huge once particularly difference.,NONE,FALSE,0.0
CLM-000364,Marissa Ewing,perrynicole@example.net,001-617-546-9029x8310,POL-322182,auto,2025-10-16,2026-03-24,Start at hit class nothing soon data budget main may happen newspaper.,2026-03-26,19032.17,50000,38.06,2,15469.4,0,Novak-Butler,22771.69,6,Leave send through himself red upon base mention hour gun field expert several effort prevent kid.,NONE,FALSE,0.0
CLM-000365,Melinda Jacobs,jenniferbradley@example.com,8494627322,POL-974625,umbrella,2024-09-30,2025-07-21,Think brother far chair describe in case stock gas pressure receive.,2025-07-23,19948.12,100000,19.95,2,17872.02,5,Nunez-Garcia,23424.12,3,Sure player western move manage worry wear pay science us challenge drive find star be over radio enough.,NONE,FALSE,0.0
CLM-000366,David Anderson,stacey25@example.net,5583333430,POL-441968,home,2023-07-21,2025-02-02,Relationship hand protect matter agreement woman environment.,2025-02-03,8373.88,50000,16.75,1,7850.07,0,Osborne-Myers,9512.44,7,Push material somebody husband Republican result wrong return wall trouble friend current whose job nor yard establish hit rock.,NONE,FALSE,0.0
CLM-000367,Robert Jordan,david25@example.com,(808)409-5948x152,POL-661652,home,2023-09-14,2026-03-30,Skill he high few land both two add thank everybody.,2026-05-07,13000,50000,26.0,38,8987.0,5,Richardson Ltd,14253.67,8,Would enter his value experience young west practice on easy today wait staff feeling first final responsibility argue note detail.,multiple_claims|delayed_reporting,TRUE,0.27
CLM-000368,Tyler Becker,johnsondebbie@example.net,978-352-2115,POL-748276,umbrella,2024-03-29,2026-03-26,Exactly choose guy wide evidence to item town something employee such practice quickly.,2026-03-27,4271.79,50000,8.54,1,4306.38,0,Rodriguez and Sons,4351.83,5,Thank value quality reality in game score challenge toward leg car involve.,NONE,FALSE,0.0
CLM-000369,Cory Smith,rhonda05@example.org,481.405.5800x027,POL-381631,home,2025-12-01,2026-01-20,Finally floor production war build ago.,2026-01-26,5514.01,100000,5.51,6,4970.11,2,Perez-Berry,5476.98,6,Shoulder design huge south really manager clearly along business her generation.,NONE,FALSE,0.0
CLM-000370,Jeanette Knox,burkejacob@example.net,+1-973-552-5953x3222,POL-339030,auto,2025-03-09,2026-02-09,Couple mission part ability hair list really thus story site different dinner interview.,2026-02-16,14227.47,50000,28.45,7,15540.18,3,"Bell, Johnson and Sanders",16108.47,5,Necessary learn memory home marriage where share southern stop.,NONE,FALSE,0.0
CLM-000371,Adrian Martinez,pgarcia@example.net,688.821.7648,POL-193624,auto,2023-10-09,2025-02-02,Customer kind enjoy certain woman who word word center claim Republican admit.,2025-02-05,14847.19,100000,14.85,3,12819.32,3,Webster LLC,16662.76,7,Young get wrong teach not response professor rate team condition when if help.,NONE,FALSE,0.0
CLM-000372,Wendy Clark,mcculloughjohn@example.net,001-273-911-8046x7413,POL-929937,auto,2026-01-25,2026-05-02,Director next figure business no chance thousand author simple company.,2026-05-09,8104.29,50000,16.21,7,7239.86,4,"Brown, Mueller and Beck",8274.61,7,Number result prevent history finish everybody live gun edge authority company phone attack.,NONE,FALSE,0.0
CLM-000373,Debra Jones,mark40@example.net,+1-919-269-3957x87520,POL-973390,auto,2022-06-08,2024-11-11,Adult collection with project author term many.,2024-11-16,1550.02,50000,3.1,5,1266.81,0,Daniel Inc,1607.27,5,Film wait number sell involve water idea mother positive image not.,NONE,FALSE,0.0
CLM-000374,Christopher Henry,zhall@example.net,001-822-776-0759x88978,POL-586768,umbrella,2024-07-17,2025-09-26,Subject very wait rate too recognize final boy begin.,2025-10-02,4783.09,50000,9.57,6,4738.24,0,Murphy-Lopez,5282.22,4,Public size PM consider by animal building attorney success simple main her year none lay TV lose represent.,NONE,FALSE,0.0
CLM-000375,Justin Foster,amy67@example.com,697-797-4163x6560,POL-597635,umbrella,2023-01-24,2024-09-09,Age each fire determine current open.,2024-09-12,10286.95,50000,20.57,3,9308.95,1,Proctor-Cunningham,11843.33,5,Cost less bad third not group notice herself fly anyone he letter account happy body more leg purpose interview doctor.,NONE,FALSE,0.0
CLM-000376,Dylan Warren,cheryl54@example.com,+1-863-545-4434x41491,POL-128783,home,2024-08-17,2024-11-05,Drug relationship tax every late difficult thing theory enough moment put price no.,2024-11-11,16786.53,50000,33.57,6,14249.62,4,Walker PLC,19035.07,4,Matter campaign reveal rich despite offer stage politics think old value between citizen whose young.,NONE,FALSE,0.0
CLM-000377,Antonio Thompson,egill@example.com,585-234-6557x9220,POL-316773,home,2024-04-20,2026-03-18,Few note summer high ask rich.,2026-03-25,5205.67,50000,10.41,7,4804.06,0,Knight Inc,6035.4,8,Today themselves blood single daughter tell four hour green religious hot.,NONE,FALSE,0.0
CLM-000378,Michael Ruiz,petersrussell@example.org,001-693-714-5843,POL-281614,umbrella,2023-01-09,2025-05-08,Hold be development my he those father contain stock citizen provide.,2025-05-09,10007.85,50000,20.02,1,8031.69,2,Johnson and Sons,10833.53,5,Financial fall enter debate blue feeling professional research indeed scientist push price.,NONE,FALSE,0.0
CLM-000379,Alyssa Arnold,jennifer29@example.com,(690)521-7741x7430,POL-544393,home,2023-10-14,2026-04-03,Around direction soldier strong water clear spring participant exactly hospital.,2026-04-09,19373.46,100000,19.37,6,17525.48,2,West LLC,18704.35,5,Current card yes perhaps do carry care husband yard democratic there discover.,NONE,FALSE,0.0
CLM-000380,John Jones,santiagoronald@example.com,(407)662-7995x530,POL-712879,auto,2025-01-10,2025-02-16,Decision back tough travel same news election maintain dog describe.,2025-02-22,10892.12,100000,10.89,6,10385.14,5,"Hardin, Sparks and Williams",12961.03,5,Fast attention win ok scientist yourself side before response whatever product car appear health keep these including story produce.,NONE,FALSE,0.0
CLM-000381,Tina Decker,smay@example.com,946-419-9240x65838,POL-412974,umbrella,2025-05-26,2025-10-13,Pick fund the ask choose out sort once read history serve example.,2025-10-18,13299.5,100000,13.3,5,12561.66,2,Melendez-Hardy,15912.96,8,Water magazine physical later show baby control candidate beat another most.,NONE,FALSE,0.0
CLM-000382,Michael Haas,vaguirre@example.net,4177074039,POL-845635,umbrella,2025-09-15,2026-08-16,Onto people edge great our same today.,2026-08-19,17368.34,50000,34.74,3,14876.12,4,Snyder and Sons,19620.01,3,Center man hold effort detail lawyer clear guess eye certain heart heavy.,NONE,FALSE,0.0
CLM-000383,Leslie Lucas,reginasingh@example.org,001-983-734-4470x488,POL-523727,umbrella,2024-05-09,2025-05-01,Even again coach team pass help.,2025-05-08,17288.99,100000,17.29,7,17362.07,5,"Cohen, Jones and Miranda",15692.12,6,Country radio market perhaps tough however play decide way our first do continue TV listen.,NONE,FALSE,0.0
CLM-000384,Ian Hernandez,zmiller@example.com,+1-412-692-0592,POL-507135,umbrella,2026-02-05,2026-04-12,Author under western shoulder despite charge fish.,2026-04-15,5929.1,50000,11.86,3,5780.32,4,"Haynes, Morales and Graham",6787.66,5,Property speech position common performance father shake conference issue away professional perhaps agree protect fund create rich.,NONE,FALSE,0.0
CLM-000385,Sarah Williams,janetmoore@example.net,322-712-1548,POL-769320,home,2022-07-07,2025-02-19,Child itself individual matter husband throw billion old most energy Mr hope.,2025-02-25,14554.02,100000,14.55,6,15750.37,2,Brady-Hood,15313.66,4,Amount home now maybe usually kind modern each finish.,NONE,FALSE,0.0
CLM-000386,Jasmine Morales,xcurry@example.net,496-823-4219,POL-408054,auto,2023-12-11,2025-05-06,Condition cover admit real animal clear education.,2025-05-13,13494.68,100000,13.49,7,11313.71,2,Flynn Inc,15081.06,7,Run visit true nothing technology tend bed television land stay image participant with everyone.,NONE,FALSE,0.0
CLM-000387,Christopher Hale,mossandrew@example.org,(866)502-0005x32853,POL-451936,umbrella,2025-09-27,2026-01-26,About place force conference each morning dog.,2026-02-02,18339.87,100000,18.34,7,15894.73,1,"Smith, Kelly and Norris",20600.5,5,Successful pattern process north particularly arrive huge recently clearly leader job during dinner such year deal.,NONE,FALSE,0.0
CLM-000388,Janice Clarke,jasonwebb@example.net,385-518-6267,POL-373216,umbrella,2025-07-12,2026-06-08,Need whole board win couple professional social cut difficult participant between.,2026-06-12,15973.72,50000,31.95,4,15001.37,0,"Sweeney, Simon and Walker",16631.21,8,Leave outside task more foot visit save red image time manage believe.,NONE,FALSE,0.0
CLM-000389,Miranda Petersen,adamnolan@example.net,314.731.9279x76178,POL-459315,home,2023-02-05,2024-10-10,Industry table poor must federal produce condition push wrong state character hospital happy.,2024-11-17,17000,50000,34.0,38,9794.28,5,Ferguson-Gallagher,16030.44,3,Thank offer behind food daughter pattern or through class for own provide pick across know fear carry technology against environmental.,short_policy_coverage,TRUE,0.12
CLM-000390,Jennifer Garza,bryan79@example.net,(670)880-8974x7485,POL-285413,home,2023-10-13,2025-08-22,Away meeting sort soon suggest both left eye learn.,2025-08-29,2535.42,50000,5.07,7,2072.46,3,"Cooper, Ross and Perkins",2489.93,4,Blood herself simply move enter firm society coach policy south then force color structure worry clearly cause learn however.,NONE,FALSE,0.0
CLM-000391,Amy Larsen,josephbass@example.com,513.908.8983x05748,POL-900660,auto,2024-10-28,2025-04-08,Street sea black girl worker door change whether small.,2025-04-13,15525.19,50000,31.05,5,15282.13,5,Williams and Sons,15972.67,6,Quickly result service idea or thank others population admit.,NONE,FALSE,0.0
CLM-000392,Edward Grant,margaretirwin@example.net,267-290-8701x8726,POL-309100,umbrella,2025-07-01,2026-08-17,Piece daughter head reach answer even fast.,2026-08-21,8283.01,50000,16.57,4,8987.24,2,Anderson-Larson,9335.4,7,Hotel ever garden instead total husband trouble close vote.,NONE,FALSE,0.0
CLM-000393,Beth Morris,cheryl67@example.org,662-922-1905x33470,POL-869238,auto,2024-09-24,2025-06-12,Lose home must range for others over for benefit.,2025-06-14,1340.41,50000,2.68,2,1351.21,2,Ferguson LLC,1331.87,3,Major bank case four girl big reduce technology other.,NONE,FALSE,0.0
CLM-000394,Carl Lopez,ariascarlos@example.net,001-773-727-7264x88395,POL-168458,auto,2023-10-12,2024-09-11,Foot Congress protect color success cause teacher big break maybe majority past large.,2024-09-15,10563.39,50000,21.13,4,11456.41,3,Rogers Inc,11813.56,7,Surface another final behavior large film likely share police ground center just more sea run born smile leave ground.,NONE,FALSE,0.0
CLM-000395,Laura Gonzalez,melanie93@example.org,537-588-0331x83611,POL-240288,home,2022-09-06,2025-04-16,Truth woman interview also listen movement compare trial attention some lose little.,2025-04-21,7418.87,100000,7.42,5,7026.07,1,Mitchell PLC,7043.96,6,Contain range finish business reality impact story defense force difficult speech six anyone mention tell green rate.,NONE,FALSE,0.0
CLM-000396,James Miller,yramos@example.org,001-669-814-3362,POL-237579,auto,2022-12-05,2025-01-24,Soldier energy town apply onto one ahead already answer other future direction admit town.,2025-01-25,5339.95,100000,5.34,1,4307.06,4,"Fletcher, Martin and Padilla",5076.67,5,Organization professional fact explain practice hope save method might people voice style past leader have color treat he simple.,NONE,FALSE,0.0
CLM-000397,Laura Webster,soniaharmon@example.net,3224179789,POL-771425,home,2023-06-06,2025-09-02,More could part teacher together left unit seek more.,2025-09-08,13360.27,50000,26.72,6,12831.47,0,Schaefer-Cochran,14404.74,3,Some deal many them mission hospital model bar risk point decide me sell support.,NONE,FALSE,0.0
CLM-000398,David Andersen,fflowers@example.com,490-809-9217x79055,POL-150578,umbrella,2024-07-06,2024-12-01,One determine smile become stop finish mean seem senior let see.,2024-12-07,3054.16,100000,3.05,6,2825.2,3,"Flores, Martinez and Foster",2861.99,5,Business drop once action when mouth table world film position firm.,NONE,FALSE,0.0
CLM-000399,Amanda Brown,margaret18@example.net,504-850-2437,POL-819050,umbrella,2024-10-28,2024-12-06,Town usually somebody most day serious.,2024-12-10,14335.5,50000,28.67,4,12763.4,5,Herman Inc,13336.23,7,Real meeting outside nothing decade drop peace region phone name wish with success.,NONE,FALSE,0.0
CLM-000400,Tyler Cole,christophercook@example.com,(839)279-2551x1643,POL-539170,auto,2024-01-14,2025-07-20,Stuff treat likely consider agreement citizen organization.,2025-07-23,12833.16,100000,12.83,3,13033.74,0,"Gray, Smith and Sloan",12638.25,3,Computer bank southern eight stage raise baby throw perhaps recent where follow through friend.,NONE,FALSE,0.0
CLM-000401,Elizabeth Clayton,hestertabitha@example.org,488.902.7304,POL-375769,umbrella,2025-10-15,2026-06-08,Decade care tax their enjoy else establish break sense discover first.,2026-06-12,4774.29,50000,9.55,4,4332.08,3,House PLC,4719.89,3,Offer and manager employee series true team phone reality about community measure shake everything party lawyer.,NONE,FALSE,0.0
